asset,AAPL.US,MSFT.US,GOOGL.US,NVDA.US,JPM.US,JNJ.US,XOM.US,WMT.US,XLK.US,XLF.US,XLE.US,XLV.US,XLP.US,XLU.US,SPY.US,IWM.US,EFA.US,EEM.US,FXI.US,SHY.US,IEF.US,TLT.US,AGG.US,HYG.US,GLD.US,SLV.US,DBC.US,USO.US,EURUSD.FOREX
XLE.US,0.422360512982567,0.435954152044797,0.4115822661135018,0.39042732846071665,0.55090096620723,0.40868973620290827,0.895154481767353,0.2791967149815028,0.5742694009292818,0.6397096766210472,1.0,0.545188227212998,0.5046906350351709,0.5063061845377148,0.7279764315737578,0.7004985391635172,0.7130941991819256,0.6797721381686417,0.5456388052157883,-0.24085163966048753,-0.30796535906563105,-0.32482526179482446,-0.05059358014556293,0.52648918239036,0.13349185895083754,0.2662633242159517,0.6493789018458205,0.6269902197634752,0.08722640223542874
XLV.US,0.4822644798090529,0.556582756728135,0.5122683216230073,0.41610725734287307,0.5167130135431662,0.7285820561306754,0.5156145534620528,0.4569722565182975,0.6821142772282689,0.6330970181879216,0.545188227212998,1.0,0.7200554169251521,0.5987219810979203,0.8054320129930906,0.7074611493208133,0.7122883659106921,0.6188175746109186,0.5081801727801474,-0.13821820286828015,-0.21576648103008464,-0.24038070010905518,0.02795994105856099,0.5460561528249386,0.029499266760867043,0.1601031942376144,0.24701263774285892,0.20746415181716896,0.07729267027960326
XLP.US,0.4626869660940582,0.5112334538622425,0.43434183046255526,0.32432992312699727,0.49689730351239864,0.6427785662501442,0.4958026406520222,0.6325076826496482,0.6123045302372718,0.6094504600635184,0.5046906350351709,0.7200554169251521,1.0,0.6967131972113526,0.7404998604535548,0.6280465010399437,0.667121018157072,0.584530866170097,0.46918279223058096,-0.11122445129599672,-0.18498738479203392,-0.20925202425953246,0.01828423445053857,0.5042789718996373,0.03632442628537799,0.1288861606979719,0.2313598261692334,0.2081117611019293,0.06118506416605174
XLU.US,0.35721891386800525,0.4243914028295956,0.3504366214596543,0.2874977253594888,0.39460654030283393,0.5401115998462116,0.49005617001891755,0.41473558488849566,0.5177464900054364,0.5056956951438777,0.5063061845377148,0.5987219810979203,0.6967131972113526,1.0,0.6475264503670719,0.5489275749872972,0.597915877369402,0.5428784516450664,0.4201001040783547,-0.05005688746181807,-0.07015078860834312,-0.09714389903678158,0.13016843126984967,0.5005432726798171,0.1274378431536874,0.18893478950002926,0.24729001007666987,0.18730231078062906,0.05288294172196647
SPY.US,0.6711489499774462,0.73731238303976,0.6760107938009225,0.6248758988923749,0.7153446885316039,0.5721870854943502,0.644358031905144,0.48507748863675787,0.9167944129652185,0.8384997257443692,0.7279764315737578,0.8054320129930906,0.7404998604535548,0.6475264503670719,1.0,0.8943789466102895,0.8863645914201354,0.824233982969888,0.6756845224990284,-0.23489664962407164,-0.3013404751340546,-0.3124889117260032,-0.003907133746821885,0.6815815682306903,0.0537726679070023,0.22519715108610563,0.40567187575664104,0.34926687557188646,0.11194448423171054
IWM.US,0.576043832195348,0.5957324412843898,0.5802894964286326,0.5615905354059127,0.7045984283273861,0.45816474539750407,0.5927667393501022,0.3962762080524114,0.796334119189535,0.8129239613598132,0.7004985391635172,0.7074611493208133,0.6280465010399437,0.5489275749872972,0.8943789466102895,1.0,0.812928534083014,0.754906630958213,0.6283054324453926,-0.2055018592823593,-0.28453119531983456,-0.29533628985407706,-0.03218010956818668,0.6221689847531156,0.05243571338672835,0.2135389843880703,0.3797577048109901,0.3251229275806682,0.10957572123506044
EFA.US,0.5547279027072863,0.6191790238815078,0.5691701419857926,0.5295727445847606,0.6515570627639212,0.5250655867557176,0.6242463154130443,0.4046667407436871,0.7785423893323836,0.7632732793113746,0.7130941991819256,0.7122883659106921,0.667121018157072,0.597915877369402,0.8863645914201354,0.812928534083014,1.0,0.8759345356212664,0.7324147590341089,-0.19180612408852965,-0.26890696604122566,-0.29288966502521613,0.03412593410737186,0.6601379309282105,0.1543382393226208,0.30855225751252396,0.4491196689784763,0.3618442225645687,0.14474566762300303
EEM.US,0.5490058598171091,0.5875166381554175,0.5493587080773068,0.5328540035177634,0.5975319409946023,0.45875960612807803,0.5821724485545231,0.37514241698671746,0.7456473015304166,0.7091381851099726,0.6797721381686417,0.6188175746109186,0.584530866170097,0.5428784516450664,0.824233982969888,0.754906630958213,0.8759345356212664,1.0,0.8790513397711093,-0.22147407733302812,-0.2743584451801628,-0.2741542240924387,-0.016768379878359583,0.598631382565273,0.17098119327746975,0.3039992916321411,0.44196412892525755,0.3594690773442635,0.12075194332061275
FXI.US,0.46450371660351303,0.48451902097203187,0.45242806424118626,0.45054429214663877,0.5018607487345319,0.3666794968656939,0.47700702501122666,0.31496954620512346,0.6118721364286409,0.5881328661785711,0.5456388052157883,0.5081801727801474,0.46918279223058096,0.4201001040783547,0.6756845224990284,0.6283054324453926,0.7324147590341089,0.8790513397711093,1.0,-0.21215417018960095,-0.2504522679358043,-0.2365789054044845,-0.04554812611436579,0.4925054261109308,0.10188542736041915,0.22207744835821458,0.35059592397432027,0.28934506611821154,0.10362924261873685
SHY.US,-0.16504701121930276,-0.16491879437167162,-0.13334654734068657,-0.15718539788857444,-0.2684314704934226,-0.09652384768452377,-0.22873280959062398,-0.09754016141397978,-0.20189242611892042,-0.27673920266353325,-0.24085163966048753,-0.13821820286828015,-0.11122445129599672,-0.05005688746181807,-0.23489664962407164,-0.2055018592823593,-0.19180612408852965,-0.22147407733302812,-0.21215417018960095,1.0,0.7602135947951768,0.566527948995934,0.5953377054038868,-0.05715407962386698,0.22252524270058122,0.10403668366141346,-0.13448817859535012,-0.1478927410713655,0.045272893338421126
IEF.US,-0.19570705243424494,-0.19908337973849424,-0.17352228078982113,-0.1862508486414232,-0.33301109425932335,-0.16676327817640912,-0.28558199948155627,-0.11929813193873925,-0.25309819803727374,-0.3322529086006875,-0.30796535906563105,-0.21576648103008464,-0.18498738479203392,-0.07015078860834312,-0.3013404751340546,-0.28453119531983456,-0.26890696604122566,-0.2743584451801628,-0.2504522679358043,0.7602135947951768,1.0,0.9108957703766593,0.7660638054928273,-0.09430798061423104,0.21993611684886527,0.071553227750484,-0.20215557048917318,-0.2197647934608999,0.02452992052013994
TLT.US,-0.19579878125683153,-0.20455371285870397,-0.18264496622908769,-0.17464744404612018,-0.33778243898731114,-0.1981656485641908,-0.3000575966823542,-0.11917392634455416,-0.2559351691120462,-0.33484926291881495,-0.32482526179482446,-0.24038070010905518,-0.20925202425953246,-0.09714389903678158,-0.3124889117260032,-0.29533628985407706,-0.29288966502521613,-0.2741542240924387,-0.2365789054044845,0.566527948995934,0.9108957703766593,1.0,0.7094903710849993,-0.1341571985350759,0.16731146419130255,0.02830674263984942,-0.23232418702097693,-0.24321626805135335,0.006751620898673746
AGG.US,-0.008451545388158612,0.011263714654778387,0.02331372122576754,-0.0018432971485627474,-0.138622821855626,0.002500538420666213,-0.06789063396569843,-0.012270447659280873,-0.008481824789552153,-0.10010655096049847,-0.05059358014556293,0.02795994105856099,0.01828423445053857,0.13016843126984967,-0.003907133746821885,-0.03218010956818668,0.03412593410737186,-0.016768379878359583,-0.04554812611436579,0.5953377054038868,0.7660638054928273,0.7094903710849993,1.0,0.23935632446894756,0.2172477513698969,0.16102490435916686,-0.03454695610400711,-0.06822284013055493,0.04969680521266815
HYG.US,0.4404932534154625,0.48043641530874637,0.4462559277788648,0.38982977027464033,0.47171092495758943,0.3789910270034653,0.43846883169593276,0.27637514328049745,0.5870174894761017,0.5663937044434835,0.52648918239036,0.5460561528249386,0.5042789718996373,0.5005432726798171,0.6815815682306903,0.6221689847531156,0.6601379309282105,0.598631382565273,0.4925054261109308,-0.05715407962386698,-0.09430798061423104,-0.1341571985350759,0.23935632446894756,1.0,0.04439218785926089,0.19881212630154926,0.35250652001438265,0.2867989765208794,0.08591242382451769
GLD.US,0.008985442715328178,0.024920870543554397,0.021590209091102038,0.04192005548952602,-0.06609913001552288,0.02526870040922283,0.09880899932798007,0.009688044974050508,0.04876772578676524,-0.04220778291685456,0.13349185895083754,0.029499266760867043,0.03632442628537799,0.1274378431536874,0.0537726679070023,0.05243571338672835,0.1543382393226208,0.17098119327746975,0.10188542736041915,0.22252524270058122,0.21993611684886527,0.16731146419130255,0.2172477513698969,0.04439218785926089,1.0,0.7900412513825988,0.34857683061897293,0.17003768746731568,0.10518851506196653
SLV.US,0.13243271619297345,0.14410240076228817,0.1322173254528659,0.1344786880841602,0.06539606472155196,0.09090363703915917,0.21312193249723604,0.061245610961962474,0.1983559646204706,0.10391187230959621,0.2662633242159517,0.1601031942376144,0.1288861606979719,0.18893478950002926,0.22519715108610563,0.2135389843880703,0.30855225751252396,0.3039992916321411,0.22207744835821458,0.10403668366141346,0.071553227750484,0.02830674263984942,0.16102490435916686,0.19881212630154926,0.7900412513825988,1.0,0.4396757672499297,0.2514103541363269,0.11120169325289714
DBC.US,0.25118361448068355,0.25446814418722363,0.2329494671931604,0.2341804823637246,0.2575732275724889,0.16814966040835283,0.5473161201690918,0.10033058508656044,0.3267838678435377,0.3152459133111483,0.6493789018458205,0.24701263774285892,0.2313598261692334,0.24729001007666987,0.40567187575664104,0.3797577048109901,0.4491196689784763,0.44196412892525755,0.35059592397432027,-0.13448817859535012,-0.20215557048917318,-0.23232418702097693,-0.03454695610400711,0.35250652001438265,0.34857683061897293,0.4396757672499297,1.0,0.8516797408746593,0.09540207039252258
USO.US,0.21612401207922996,0.22034030281921219,0.19087019317679826,0.19001050248754597,0.24769125228934685,0.14563306253505745,0.537010663672183,0.08027479910453,0.27887991217378505,0.2842512259982063,0.6269902197634752,0.20746415181716896,0.2081117611019293,0.18730231078062906,0.34926687557188646,0.3251229275806682,0.3618442225645687,0.3594690773442635,0.28934506611821154,-0.1478927410713655,-0.2197647934608999,-0.24321626805135335,-0.06822284013055493,0.2867989765208794,0.17003768746731568,0.2514103541363269,0.8516797408746593,1.0,0.04888674805008743
EURUSD.FOREX,0.08064977877505063,0.08891926920884635,0.06612934985009411,0.08759527854718792,0.09833741192172127,0.03807918894845028,0.07092307590264889,0.04148675748625614,0.10059195660317727,0.10869614386956783,0.08722640223542874,0.07729267027960326,0.06118506416605174,0.05288294172196647,0.11194448423171054,0.10957572123506044,0.14474566762300303,0.12075194332061275,0.10362924261873685,0.045272893338421126,0.02452992052013994,0.006751620898673746,0.04969680521266815,0.08591242382451769,0.10518851506196653,0.11120169325289714,0.09540207039252258,0.04888674805008743,1.0
